tired_face,953
grimacing,954
sob,955
open_mouth,956
hushed,957
cold_sweat,958
scream,959
astonished,960
flushed,961
sleeping,962
dizzy_face,963
no_mouth,964
mask,965
smile_cat,966
joy_cat,967
smiley_cat,968
heart_eyes_cat,969
smirk_cat,970
kissing_cat,971
pouting_cat,972
crying_cat_face,973
scream_cat,974
slightly_frowning_face,975
slightly_smiling_face,976
upside_down_face,977
roll_eyes,978
ng_woman,979
no_good,979
no_good_woman,979
ok_woman,980
bow,981
bowing_man,981
see_no_evil,982
hear_no_evil,983
speak_no_evil,984
raising_hand,985
raising_hand_woman,985
raised_hands,986
frowning_woman,987
person_frowning,987
person_with_pouting_face,988
pouting_woman,988
pray,989
rocket,990
helicopter,991
steam_locomotive,992
railway_car,993
bullettrain_side,994
bullettrain_front,995
train2,996
metro,997
light_rail,998
station,999
tram,1000
train,1001
bus,1002
oncoming_bus,1003
trolleybus,1004
busstop,1005
minibus,1006
ambulance,1007
fire_engine,1008
police_car,1009
oncoming_police_car,1010
taxi,1011
oncoming_taxi,1012
car,1013
red_car,1013
oncoming_automobile,1014
blue_car,1015
truck,1016
articulated_lorry,1017
tractor,1018
monorail,1019
mountain_railway,1020
suspension_railway,1021
mountain_cableway,1022
aerial_tramway,1023
ship,1024
rowboat,1025
rowing_man,1025
speedboat,1026
traffic_light,1027
vertical_traffic_light,1028
construction,1029
rotating_light,1030
triangular_flag_on_post,1031
door,1032
no_entry_sign,1033
smoking,1034
no_smoking,1035
put_litter_in_its_place,1036
do_not_litter,1037
potable_water,1038
non-potable_water,1039
bike,1040
no_bicycles,1041
bicyclist,1042
biking_man,1042
mountain_bicyclist,1043
mountain_biking_man,1043
walking,1044
walking_man,1044
no_pedestrians,1045
children_crossing,1046
mens,1047
womens,1048
restroom,1049
baby_symbol,1050
toilet,1051
wc,1052
shower,1053
bath,1054
bathtub,1055
passport_control,1056
customs,1057
baggage_claim,1058
left_luggage,1059
couch_and_lamp,1060
sleeping_bed,1061
shopping,1062
bellhop_bell,1063
bed,1064
place_of_worship,1065
stop_sign,1066
shopping_cart,1067
hammer_and_wrench,1068
shield,1069
oil_drum,1070
motorway,1071
railway_track,1072
motor_boat,1073
small_airplane,1074
flight_departure,1075
flight_arrival,1076
artificial_satellite,1077
passenger_ship,1078
kick_scooter,1079
motor_scooter,1080
canoe,1081
zipper_mouth_face,1082
money_mouth_face,1083
face_with_thermometer,1084
nerd_face,1085
thinking,1086
face_with_head_bandage,1087
robot,1088
hugs,1089
metal,1090
call_me_hand,1091
raised_back_of_hand,1092
fist_left,1093
fist_right,1094
handshake,1095
crossed_fingers,1096
cowboy_hat_face,1097
clown_face,1098
nauseated_face,1099
rofl,1100
drooling_face,1101
lying_face,1102
sneezing_face,1103
pregnant_woman,1104
selfie,1105
prince,1106
man_in_tuxedo,1107
mrs_claus,1108
person_fencing,1109
wilted_flower,1110
drum,1111
clinking_glasses,1112
tumbler_glass,1113
spoon,1114
goal_net,1115
1st_place_medal,1116
2nd_place_medal,1117
3rd_place_medal,1118
boxing_glove,1119
martial_arts_uniform,1120
croissant,1121
avocado,1122
cucumber,1123
bacon,1124
potato,1125
carrot,1126
baguette_bread,1127
green_salad,1128
shallow_pan_of_food,1129
stuffed_flatbread,1130
egg,1131
milk_glass,1132
peanuts,1133
kiwi_fruit,1134
pancakes,1135
crab,1136
lion,1137
scorpion,1138
turkey,1139
unicorn,1140
eagle,1141
duck,1142
bat,1143
shark,1144
owl,1145
fox_face,1146
butterfly,1147
deer,1148
gorilla,1149
lizard,1150
rhinoceros,1151
shrimp,1152
squid,1153
cheese,1154
bangbang,1155
interrobang,1156
tm,1157
information_source,1158
left_right_arrow,1159
arrow_up_down,1160
arrow_upper_left,1161
arrow_upper_right,1162
arrow_lower_right,1163
arrow_lower_left,1164
leftwards_arrow_with_hook,1165
arrow_right_hook,1166
watch,1167
hourglass,1168
keyboard,1169
fast_forward,1170
rewind,1171
arrow_double_up,1172
arrow_double_down,1173
next_track_button,1174
previous_track_button,1175
play_or_pause_button,1176
alarm_clock,1177
